,majorityvote,majorityvotemax,boundth6,boundth7,div_boundth7,r_boundth7,tv_boundth7
mnist_4_9_0.01_nothing_nothing_1_l2_100,0.015067805536091328,0.015067805536091328,0.05960289388895035,0.129185751080513,0.001664959592744708,0.017806394025683403,-1.0
mnist_4_9_0.01_nothing_uniformnoise_1_l2_100,0.01949271745979786,0.0291310902684927,0.0693681389093399,0.14715075492858887,0.001664959592744708,0.026788901537656784,-1.0
mnist_4_9_0.01_uniformnoiseiterativefgsm_uniformnoiseiterativefgsm_1_l2_100,0.07559015601873398,0.09090909361839294,0.24719581007957456,0.3291911482810974,0.4745704531669617,0.11680901050567627,-1.0
mnist_4_9_0.01_uniformnoisepgd_nothing_1_l2_100,0.023606227710843086,0.023606227710843086,0.09389463067054747,0.15766409039497375,0.1723645031452179,0.031682129949331284,-1.0
mnist_4_9_0.01_uniformnoise_uniformnoiseiterativefgsm_1_l2_100,0.12752887606620789,0.2807634472846985,0.31625545024871826,0.6326459050178528,0.00036729115527123213,0.2695392370223999,-1.0
mnist_4_9_0.01_uniformnoiseiterativefgsm_nothing_1_l2_100,0.02661978825926781,0.02661978825926781,0.07911930978298187,0.14644841849803925,0.4745704531669617,0.02543764375150204,-1.0
mnist_5_6_0.01_uniformnoisepgd_nothing_1_l2_100,0.012972973287105559,0.012972973287105559,0.06118748337030412,0.13052809238433838,0.005429483484476805,0.01846952177584172,-1.0
mnist_5_6_0.01_nothing_uniformnoiseiterativefgsm_1_l2_100,0.0887729749083519,0.12540540099143982,0.2043132334947586,0.33729246258735657,0.0021573014091700315,0.12185870110988616,-1.0
mnist_5_6_0.01_uniformnoise_uniformnoisepgd_1_l2_100,0.17211350798606873,0.21675676107406616,0.4329639673233032,0.5653091669082642,0.0004689826746471227,0.2358706444501877,-1.0
mnist_5_6_0.01_uniformnoise_nothing_1_l2_100,0.017297297716140747,0.017297297716140747,0.05351444333791733,0.12442714720964433,0.0004689826746471227,0.015429648570716381,-1.0
mnist_5_6_0.01_uniformnoiseiterativefgsm_nothing_1_l2_100,0.013513513840734959,0.013513513840734959,0.05651386082172394,0.12811851501464844,0.3611394762992859,0.01651065051555634,-1.0
mnist_5_6_0.01_uniformnoisepgd_uniformnoise_1_l2_100,0.014567567966878412,0.016756756231188774,0.059153176844120026,0.13152438402175906,0.005429483484476805,0.01896766759455204,-1.0
mnist_5_6_0.01_uniformnoise_uniformnoise_1_l2_100,0.014054054394364357,0.017837837338447567,0.0386434942483902,0.11916972696781156,0.0004689826746471227,0.012800939381122587,-1.0
mnist_5_6_0.01_nothing_uniformnoise_1_l2_100,0.018275676295161247,0.02216216176748276,0.04636678844690323,0.12794816493988034,0.0021573014091700315,0.017186548560857773,-1.0
mnist_5_6_0.01_nothing_uniformnoisepgd_1_l2_100,0.2316702753305435,0.28378379344940186,0.599573016166687,0.7236387729644775,0.0021573014091700315,0.31503185629844666,-1.0
mnist_5_6_0.01_uniformnoiseiterativefgsm_uniformnoisepgd_1_l2_100,0.05387027189135552,0.05513513460755348,0.169876366853714,0.2334113419055939,0.3611394762992859,0.06915707141160965,-1.0
mnist_5_6_0.01_uniformnoisepgd_uniformnoiseiterativefgsm_1_l2_100,0.02723243273794651,0.03729729726910591,0.11405110359191895,0.17916706204414368,0.005429483484476805,0.04278900846838951,-1.0
mnist_5_6_0.01_uniformnoisepgd_uniformnoisepgd_1_l2_100,0.04536756873130798,0.054594594985246665,0.1567395031452179,0.21775951981544486,0.005429483484476805,0.06208524107933045,-1.0
mnist_5_6_0.01_uniformnoiseiterativefgsm_uniformnoiseiterativefgsm_1_l2_100,0.034243244677782066,0.03891891986131668,0.10430796444416046,0.17738795280456546,0.3611394762992859,0.04114537313580513,-1.0
mnist_5_6_0.01_uniformnoiseiterativefgsm_uniformnoise_1_l2_100,0.013118918985128404,0.014594594947993757,0.05396391451358795,0.12976676225662231,0.3611394762992859,0.017334775999188427,-1.0
mnist_5_6_0.01_nothing_nothing_1_l2_100,0.014594594947993757,0.014594594947993757,0.04345667362213135,0.11675412207841873,0.0021573014091700315,0.011589531786739826,-1.0
mnist_5_6_0.01_uniformnoise_uniformnoiseiterativefgsm_1_l2_100,0.052302703261375434,0.07675676047801971,0.11862635612487793,0.2415747940540313,0.0004689826746471227,0.07400347292423247,-1.0
mnist_1_7_0.01_uniformnoisepgd_pgd_1_l2_100,0.028201572597026825,0.027739251032471657,,,,,
mnist_1_7_0.01_uniformnoise_pgd_1_l2_100,0.1507166028022766,0.18261674046516416,,,,,
mnist_1_7_0.01_nothing_iterativefgsm_1_l2_100,0.08368007093667984,0.11650485545396805,,,,,
mnist_1_7_0.01_uniformnoisepgd_iterativefgsm_1_l2_100,0.02126675844192505,0.021729080006480217,,,,,
mnist_1_7_0.01_uniformnoiseiterativefgsm_iterativefgsm_1_l2_100,0.02126675844192505,0.02126675844192505,,,,,
mnist_1_7_0.01_uniformnoiseiterativefgsm_pgd_1_l2_100,0.039759594947099686,0.039759594947099686,,,,,
mnist_1_7_0.01_nothing_pgd_1_l2_100,0.2445677369832993,0.3148404955863953,,,,,
mnist_1_7_0.01_uniformnoise_iterativefgsm_1_l2_100,0.06287563592195511,0.07073508948087692,,,,,
mnist_4_9_0.01_uniformnoisepgd_pgd_1_l2_100,0.14766448736190796,0.14615771174430847,,,,,
mnist_4_9_0.01_uniformnoisepgd_iterativefgsm_1_l2_100,0.10447011888027193,0.10195881128311156,,,,,
mnist_4_9_0.01_nothing_pgd_1_l2_100,0.6318432688713074,0.672024130821228,,,,,
mnist_4_9_0.01_uniformnoise_pgd_1_l2_100,0.6459065675735474,0.6489201188087463,,,,,
mnist_4_9_0.01_uniformnoise_iterativefgsm_1_l2_100,0.4424912035465241,0.4419889450073242,,,,,
mnist_4_9_0.01_uniformnoiseiterativefgsm_pgd_1_l2_100,0.18784530460834506,0.18985433876514435,,,,,
mnist_4_9_0.01_uniformnoiseiterativefgsm_iterativefgsm_1_l2_100,0.1255650371313095,0.1270718276500702,,,,,
mnist_4_9_0.01_nothing_iterativefgsm_1_l2_100,0.44650930166244507,0.4610748291015625,,,,,
mnist_5_6_0.01_uniformnoisepgd_iterativefgsm_1_l2_100,0.04324324429035187,0.0416216216981411,,,,,
mnist_5_6_0.01_uniformnoiseiterativefgsm_iterativefgsm_1_l2_100,0.05513513460755348,0.052432432770729065,,,,,
mnist_5_6_0.01_nothing_iterativefgsm_1_l2_100,0.14270269870758054,0.14432431757450104,,,,,
mnist_5_6_0.01_uniformnoise_pgd_1_l2_100,0.21891891956329346,0.21891891956329346,,,,,
mnist_5_6_0.01_nothing_pgd_1_l2_100,0.2794594466686249,0.28378379344940186,,,,,
mnist_5_6_0.01_uniformnoiseiterativefgsm_pgd_1_l2_100,0.07729730010032654,0.07567567378282547,,,,,
mnist_5_6_0.01_uniformnoise_iterativefgsm_1_l2_100,0.12216216325759888,0.12216216325759888,,,,,
mnist_5_6_0.01_uniformnoisepgd_pgd_1_l2_100,0.05675675719976425,0.05675675719976425,,,,,
